created_at,clean_text,"Price_label(0,1)"
2017-08-29,excuse moi si tu travaille chez apple et samsu,1
2017-08-29,meme factory aka tesla review mar,1
2017-08-30,en realidad le est n poniendo palo porque se han quedado atr en bmw que lo conozco,-1
2017-09-01,nan,-1
2017-09-01,nan,-1
2017-09-01,british parliament busy dither brexit dutch build electric container barge call,-1
2017-09-05,break omar awan debbie wasserman schultz dnc computer -PRON- guy kill suspicious car accident,1
2017-09-05,ovo su projekti za stvaranje crne rupe u bud etu srbija nema potrebu za unutra njim avio saobr,1
2017-09-06,nan,-1
2017-09-07,hey guy pretty cool idea app tesla uxdesign,-1
2017-09-12,space x tesla slug remember day falcon model x motivate -PRON- innovate,1
2017-09-15,tesla begin model delivery china ahead schedule cnbc,1
2017-09-15,tesla model deliveri china start earlier expect teslarati,1
2017-09-15,tesla roll model china ahead schedule sale push,1
2017-09-15,add sentry mode,1
2017-09-19,,-1
2017-09-20,tesla dishwasher surf n turf help lead climate change fight publish shop awesome deal,-1
2017-09-20,mica en mica alemanya va fent el paper que li toca fer anir quan agafi velocitat de creuer din l etapa pac fi,-1
2017-09-21,nan,-1
2017-09-21,think -PRON- interested willem tweet back everything -PRON- say tesla,-1
2017-09-21,volvo polestar join electric car race rival tesla,-1
2017-09-21,sec seek contempt charge tesla musk say tweet violate deal,-1
2017-09-21,tesla roll model china ahead schedule sale push,-1
2017-09-21,sell -PRON- bnb,-1
2017-09-21,nan,-1
2017-09-21,nan,-1
2017-09-25,never tire apparently -PRON- still play inside elon musk tesla roadster orbit space,1
2017-09-26,c mo conseguir un flamante model gratis ofrecido por la propia tesla tesla,1
2017-09-27,sorry mean imply -PRON- good decision tesla merely point slow,-1
2017-09-27,-PRON- put -PRON- money wh,-1
2017-09-27,dua erla alena tesla racef senaf jingu yerin,-1
2017-09-27,whoop whoop order -PRON- poker mod zue x,-1
2017-09-27,buy tesla u say host meme review u would buy one,-1
2017-09-28,tesla begin model delivery china ahead schedule,-1
2017-09-28,u security exchange commission say tesla chief elon musk violate fraud settlement make new inaccurate st,-1
2017-09-28,elon tweet tesla announcement happen thursday pm pt could modely event date,-1
2017-09-28,not say -PRON- costly mome,-1
2017-09-29,great initiative indeed -PRON- need woman engineering tech job,-1
2017-09-29,sec ask judge hold elon musk contempt claim -PRON- february tweet tesla production violate -PRON- set,-1
2017-10-02,launch satellite use national security disaster relief search rescue humanitarian aid send scientific pro,-1
2017-10-02,el tesla tour llega bilbao nuestro hotel desde ana al de febrero los asistent podr n disfruta,-1
2017-10-02,gaming monster pc cost tesla model,-1
2017-10-02,-PRON- aufsicht geht gegen tesla vor aktie bricht ein,-1
2017-10-02,tesla model k beter dan de huidige bmw,-1
2017-10-02,psa sanfrancisco bayarea xpos -PRON- come accept cryptocurrency via point,-1
2017-10-03,nan,1
2017-10-03,tesla elon musk may contempt tweet,1
2017-10-04,watch crash tree burst flame davie flamingo rd unfortunately driver die scene,-1
2017-10-04,tesla begin model delivery china ahead schedule tesla announce friday -PRON- begin delivery mo,-1
2017-10-05,en realidad -PRON- preocupa que quieran robar mi idea -PRON- preocupa que ello la tengan,-1
2017-10-05,tesla make car make around k,-1
2017-10-06,yo young dog ill hit u retweet tesla yeah ya know -PRON- basicly free advertising pert,-1
2017-10-06,tesla founder reveal -PRON- crypto holding,-1
2017-10-09,nan,1
2017-10-09,anche italia la consegna del model diventa un piccolo evento da immortalare quanti saranno gli acquirenti,1
2017-10-09,puoi provare una tesla tutta italia dal model alle ammiraglie model x e model oltre tappe da,1
2017-10-09,investor energy storage company tesla try buy million sue block sale,1
2017-10-10,awan brother help dem spy congressman dem -PRON- plant congress die firey cr,-1
2017-10-12,officiel la polestar fie la tesla model auto plus,-1
2017-10-12,l unique tesla model shoot brake gen auto plus,-1
2017-10-12,mwc jour toute l actualit en direct de barcelone tesla,-1
2017-10-12,model tesla va il annoncer sa nouvelle voiture le jeudi f vrier numerama,-1
2017-10-12,le trafic du quotidien dop les saisie de tabac de contrebande en,-1
2017-10-12,bmw veut modernis la fa not vous conduisez androidpit tesla,-1
2017-10-12,polestar la tesla de volvo moniteur automobile,-1
2017-10-16,nan,-1
2017-10-16,today top business headline christineroman high level trade talk continue washington kraft hein,-1
2017-10-16,british parliament busy dither brexit dutch build electric container barge call,-1
2017-10-16,extra f r alexander bloch model tesla,-1
2017-10-17,dealer lobby constantly say tesla allow franchise -PRON- good consumer,1
2017-10-17,tesla hardware improvement chip neural network somewhere compare ex,1
2017-10-17,-PRON- need move people vehicle crash stat tesla autopilot prevent crash death k death,1
2017-10-17,elektro lkw mit einer megawattstunde nikola geht direkt auf tesla los,1
2017-10-19,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2017-10-19,-PRON- may helpful -PRON- disclose reader -PRON- silly tesla hit piece -PRON- th,-1
2017-10-20,v k tesla stropkov nastali po pr chode ubom ra reitera v razn zmeny v tre oligovom klube z v chodn ho slovensk,-1
2017-10-24,model get bad repocard lead drop tesla stock,1
2017-10-24,tesla stock fall sec ask couto find elon musk contempt,1
2017-10-25,enough money gpu hashcracker spin one aw guess every character upper low number symbol,1
2017-10-27,nan,-1
2017-10-27,british parliament busy dither brexit dutch build electric container barge call,-1
2017-10-30,nan,1
2017-10-30,nan,1
2017-10-30,-PRON- think tesla new dog mode via tesla car dogmode,1
2017-10-30,-PRON- think tesla new dog mode,1
2017-10-30,president talk artificial intelligence tesla -PRON- not serious pakistan,1
2017-10-31,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2017-11-01,recommend -PRON- listen today episode tesla daily rob,-1
2017-11-01,tesla battery farm australia suspend fossil fuel back plant,-1
2017-11-02,mess -PRON- man quit complain go pick -PRON- -PRON- really think tesla w,-1
2017-11-03,-PRON- get american starman tesla notaflamethrower,-1
2017-11-06,hope -PRON- take away -PRON- phone tesla bull feed elon musk tweet say -PRON- cost investor,-1
2017-11-06,elon musk tweet tease tesla news barely day -PRON- social medium behavior brough,-1
2017-11-07,elon musk trouble tesla tweet sec declare war,-1
2017-11-09,tesla wye pod kit color -PRON- love good,1
2017-11-09,morning brief fahrer stirbt flamman rgriffe funktionierten nicht stellt,1
2017-11-09,nan,1
2017-11-09,tesla share tumble consumer report rip model,1
2017-11-13,tesla model lose cr recommendation reliability,1
2017-11-14,elon musk run regulator executive exit make -PRON- certain tesla pay million,1
2017-11-14,srail de uzay yar na kat ld bere -PRON- ay yolculu una ba lad srail tesla n n da sahibi g ney afrikal giri -PRON-,1
2017-11-14,de uzay yar na kat ld bere -PRON- ay yolculu una ba lad srail tesla n n da sahi,1
2017-11-16,british parliament busy dither brexit dutch build electric container barge call,-1
2017-11-17,nan,1
2017-11-17,elon musk yeniden sec hedefinde tesla ceo su elon musk abd menkul k ymetler borsa komisyonu sec ara nd,1
2017-11-21,tesla batch hope lahat tayo makagraduate ng college matapos yung course na mean para satin sana pag nagkita,1
2017-11-21,nan,1
2017-11-22,-PRON- subsidize someone else tesla think liberal like stuff,-1
2017-11-22,modern science say sun past earth present moon future incandescent,-1
2017-11-24,one think -PRON- like simulation glitch like -PRON- find -PRON- -PRON- stal,1
2017-11-24,not content achieve high electricity price world south australia achieve system black large,1
2017-11-24,gl ckwunsch zum artikel ihr seid grad echt aller munde derweilen berichtet die welt ber,1
2017-11-27,un ni colombiano de os dice que pablo escobar es su dolo toda la far ndula se rasga las vestidura qu,1
2017-11-27,great revolt salena zito industrial designer -PRON- country -PRON- tesla,1
2017-11-27,oscar go lucifer great car,1
2017-11-29,-PRON- beast gman need pressure qb able bake bread back,1
2017-11-29,giant subpar since -PRON- get pay end please tha,1
2017-11-29,consumer report reverse -PRON- longer recommend tesla model,1
2017-11-29,nan,1
2017-11-30,polestar hp electric sedan make fight tesla model,1
2017-11-30,nan,1
2017-12-01,volvo high performance polestar brand unveil sweden answer tesla model,1
2017-12-04,tesla maxwell performance math jingle,1
2017-12-04,tesla roll model china ahead schedule sale push,1
2017-12-04,volvo polestar join electric car race rival tesla,1
2017-12-04,nikola tesla -PRON- laboratory,1
2017-12-05,tesla roll model china ahead schedule sale push,1
2017-12-05,tesla roll model china ahead schedule sale push,1
2017-12-05,new rock metal album come march child bodom devin townsend whitechapel flame yngwie malmsteen queensryche,1
2017-12-05,la plus grande batterie du monde occupe plus de surface qu un terrain de football elle permet de stocker l quival,1
2017-12-06,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2017-12-06,proud facilitate handover fabulous mini acorn ward thank -PRON-,-1
2017-12-07,consumer report reverse -PRON- longer recommend tesla model via,1
2017-12-07,beurswaakhond elon musk schendt schikk meet tweet tesla,1
2017-12-08,sec want tesla ceo elon musk hold contempt tweet,1
2017-12-08,nan,1
2017-12-08,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2017-12-08,nan,1
2017-12-11,embarrassing elon musk fire back sec late fight tesla production number,1
2017-12-11,elon musk tweet tease tesla news barely day -PRON- social medium behavior bring -PRON-,1
2017-12-11,hope -PRON- take away -PRON- phone tesla bull feed elon musk tweet say -PRON- cost investor money ht,1
2017-12-11,volvo high performance polestar brand unveil sweden answer tesla model,1
2017-12-11,elon musk run regulator executive exit make -PRON- certain tesla pay million,1
2017-12-11,polestar price beat tesla good sell model,1
2017-12-11,gaming monster pc cost tesla model,1
2017-12-12,-PRON- get american starman tesla notaflamethrower,1
2017-12-12,polestar unveil -PRON- electric response tesla model volvo standalone electric performance brand pole,1
2017-12-13,not -PRON- doctor,-1
2017-12-14,tesla elon musk may contempt tweet,-1
2017-12-14,nan,-1
2017-12-15,-PRON- release song month -PRON- stasay -PRON- career die,-1
2017-12-15,one thousand also member tesla sub,-1
2017-12-19,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2017-12-21,future car polestar ev put tesla model notice,-1
2017-12-22,model en route danish customer tesla sell measly car denmark car,1
2017-12-22,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,1
2017-12-27,tesla elon musk may contempt tweet -PRON- financial regulator ask judge sanction tesla boss,-1
2017-12-27,tesla elon musk may contempt tweet,-1
2018-01-02,-PRON- sec pursue contempt order tesla ceo elon musk offensive tweet elonmusk,-1
2018-01-02,update tesla roll model china ahead schedule sale push,-1
2018-01-02,elon musk founder ceo tesla spacex go public -PRON- belief cryptocurrency offer impro,-1
2018-01-02,feel heat -PRON- china tradewar last year push -PRON- accelerate construction -PRON- shanghai assem,-1
2018-01-03,sentry activate use camera sensor -PRON- tesla sentry mode detect record notifie owner potential,-1
2018-01-03,news coutesy polestar ev put tesla model notice,-1
2018-01-04,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2018-01-04,jb yuk say kejiz kila jucev maiko juef sharon keiy,1
2018-01-04,erla alena tesla racef senaf jingu yerin,1
2018-01-04,es ist das letzte mal dass ich solche test lese und co sind einfach unterirdisch schlecht auch al lese,1
2018-01-05,break omar awan debbie wasserman schultz dnc computer -PRON- guy kill suspicious car accident,1
2018-01-08,nan,1
2018-01-08,another broward county anomaly,1
2018-01-08,soros large stake amazon trump hat bezos cia amazon deep state operation wh,1
2018-01-09,-PRON- administration -PRON- see far sighted thinking -PRON-,1
2018-01-09,people watch much star war star trek like -PRON- try beat,1
2018-01-09,tesla hop model deliver kind liftoff china -PRON- u,1
2018-01-16,designer flexor drift tesla,-1
2018-01-16,nan,-1
2018-01-16,nan,-1
2018-01-16,nan,-1
2018-01-16,nan,-1
2018-01-16,nan,-1
2018-01-16,nan,-1
2018-01-16,nan,-1
2018-01-16,tiembla tesla amazon se mete en el negocio de los coch el ctrico de la mano de rivian,-1
2018-01-17,elon musk ceo tesla officially go public -PRON- belief cryptocurrency offer improved alternative conventi,-1
2018-01-17,u security exchange commission say tesla chief elon musk violate fraud settlement make new inaccurate st,-1
2018-01-17,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2018-01-18,put horn -PRON- tesla,1
2018-01-19,sec forget read tesla earning transcript clearly state k k embarrassing,1
2018-01-19,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2018-01-22,hrc pass torch folk look like debbie wasserman schultz take hillary leave -PRON- -PRON- guy,1
2018-01-23,mobility provide cav consulting service -PRON- client offer insight wide range impact,1
2018-01-24,tesla make car make around k,-1
2018-01-24,nan,-1
2018-01-29,nan,1
2018-01-29,driver tesla model later identify omar awan,1
2018-01-30,-PRON- year behind china korea tesla panasonic -PRON- figure wha,1
2018-01-30,hat audi e tron jaguar pace und ein tesla model x gegeneinander -PRON- verbrauchstest antreten l,1
2018-01-31,tesla elon musk may contempt tweet bbc news,1
2018-02-01,-PRON- go statak deposit model tesla pay bill,1
2018-02-05,trawl norwegian forum evs not many tm pick new owner yet,-1
2018-02-05,tesla ceo say interview week btc quite brilliant far good way transfer valu,-1
2018-02-05,onnittelut kaikille uusille tesla model omistajille fortum charge drive rakastaa kaikkia hk autoja,-1
2018-02-05,monied interest everything possible suppress tesla share price lead th,-1
2018-02-06,-PRON- birthday cake tesla space roadster tesla,1
2018-02-06,filter need take -PRON- absolute favorite photo tesla ever even envy,1
2018-02-06,thing make sense model pickup reveal -PRON- know model come rivian put pressure,1
2018-02-06,-PRON- thinking -PRON- reference tesla hop -PRON- somehow not dangerous g -PRON- bee,1
2018-02-08,nan,-1
2018-02-09,british parliament busy dither brexit dutch build electric container barge call,-1
2018-02-09,elon musk podr ser detenido por un tuit ilegal sobre tesla,-1
2018-02-12,sec forget read tesla earning transcript clearly state k k embarrassing,1
2018-02-13,polestar take aim tesla model,1
2018-02-13,polestar price beat tesla good selling model tslaq,1
2018-02-13,tslaq express delivery first tariff dodge tesla model hit street china via,1
2018-02-13,state -PRON- fix shit sept oh jan oh tsla tslaq,1
2018-02-13,look -PRON- capex spend big buck go design engineering joke,1
2018-02-15,nan,1
2018-02-15,driver tesla model later identify omar awan,1
2018-02-15,potus recently support aoc idea within new green deal -PRON- tie -PRON- tesla idea potu,1
2018-02-15,nan,1
2018-02-15,present -PRON- future really work -PRON- nikola tesla,1
2018-02-16,-PRON- birthday cake tesla space roadster tesla,1
2018-02-16,tesla arj istasyonlar n otomatik hale getiriyor,1
2018-02-20,sec forget read tesla earning transcript clearly state k k embarrassing,1
2018-02-21,ebay investor elliott management near agreement would give elliott board seat could open way break,-1
2018-02-21,tesla car load sf europe,-1
2018-02-23,u mind ur language sick mind use calm language -PRON- iq may not b tesla say po,1
2018-02-23,tesla hop model deliver kind liftoff china -PRON- u,1
2018-02-26,le tesla model r v l en avril shanghai,1
2018-02-26,way local news day driver unidentified wow,1
2018-02-26,nan,1
2018-02-26,nan,1
2018-02-26,nan,1
2018-02-26,nan,1
2018-02-26,shazam rumblue,1
2018-02-26,nan,1
2018-02-26,nan,1
2018-02-26,x adoo,1
2018-02-26,nan,1
2018-02-26,nan,1
2018-02-26,tv animejapan kirare,1
2018-02-26,nan,1
2018-02-26,nan,1
2018-02-26,nan,1
2018-02-26,dj live g,1
2018-02-26,nan,1
2018-02-27,polestar ev put tesla model notice aim explicitly tesla model look like -PRON-,1
2018-02-27,polestar first look scandinavia tesla model challenger tesla also spare design,1
2018-02-27,volvo take tesla chinese build polestar electric car detail photo ahead geneva aut,1
2018-02-27,tesla fully autonomous feature complete year tesla miss key deadline past,1
2018-02-28,nan,-1
2018-02-28,nan,-1
2018-03-01,elon musk ever learn tesla ceo could hold contempt couover fresh tweet row,1
2018-03-02,-PRON- sec verfolgt eine verachtung ordnung gegen tesla ceo elon musk f r offensive tweet auto pickup wikyou,-1
2018-03-02,nan,-1
2018-03-02,thing come elon step ceo buyer tesla tsla elon fight go crazy,-1
2018-03-05,folge der welt ist jetzt online elonmusk gibt interview zu thema autonom fahren vw bekommt rger,1
2018-03-05,es ist noch schlimmer das modelx hatte lediglich mit dem model gemei,1
2018-03-05,tesla car load sf europe,1
2018-03-07,-PRON- authority order tesla mr musk pay fine,-1
2018-03-07,tesla elon musk may contempt tweet,-1
2018-03-08,-PRON- life goal fuck ariana grande tesla,-1
2018-03-08,-PRON- regulator seek contempt coucharge elon musk fear -PRON- use twitter potentially mislead inv,-1
2018-03-09,frankholm corporate purchasing copper gobble renewable energy double,1
2018-03-09,camera replace door mirror screen door tesla use camera way,1
2018-03-09,qu hay debajo del capot de un tesla nada,1
2018-03-09,-PRON- cover tesla logo sksk,1
2018-03-12,ride drive join -PRON- april unique opportunity hear tesla mission accelerat,1
2018-03-13,love want tesla bring job ohio new york push amazon away th,-1
2018-03-13,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,-1
2018-03-15,tesla utility sized megapack battery may debut california ai deeplearn iot mt,1
2018-03-15,polestar google power electric tesla competitor,1
2018-03-15,elon musk may hold contempt couover tesla tweet,1
2018-03-16,nan,1
2018-03-16,nan,1
2018-03-19,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2018-03-19,-PRON- birthday cake tesla space roadster tesla,-1
2018-03-22,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,-1
2018-03-23,nan,1
2018-03-27,tesla elon musk may contempt tweet,1
2018-03-27,jb yuk say kejiz kila jucev maiko juef sharon keiy,1
2018-03-27,nan,1
2018-03-28,nan,-1
2018-03-29,nan,-1
2018-03-29,british parliament busy dither brexit dutch build electric container barge call,-1
2018-04-02,ay many retweet tesla,-1
2018-04-02,tesla bear lightning storm tuesdaythought,-1
2018-04-03,tesla tsla stock plunge sec reportedly say elon musk violate -PRON- deal tweet,1
2018-04-04,nike like tesla sale break buggy,1
2018-04-06,ceo cryptocurrency exchange binance follow musk late comment offer purchase tesla,1
2018-04-09,nan,1
2018-04-09,tesla de model teslimat na erken ba layacak e itli medya kaynaklar nda alan haberlerde irketin ara,1
2018-04-09,tesla ceo say interview week btc quite brilliant far good way transfer valu,1
2018-04-11,toda mat ria falando mal da tesla ou elon na infomoney desse marcelo lopez,1
2018-04-11,hoy solo -PRON- visto vtc la eran fiat lo de los merced tesla ya tal,1
2018-04-12,nan,1
2018-04-12,use race kart someone call jonathan mayne,1
2018-04-13,agree -PRON- twitter poll -PRON- second paragraph show -PRON- clear bias article,1
2018-04-13,tesla test zero autonomous mile california -PRON- large market,1
2018-04-13,security exchange commission ask federal judge hold tesla ceo elon musk contempt settlement deal reac,1
2018-04-13,ross great time buy -PRON- get tesla range load remember -PRON- go,1
2018-04-16,ameryka ska komisja papier w warto ciowych gie sec zwr ci si nowojorskiego du ten wyda nakaz zat,1
2018-04-19,year year talk everyone ear car sacrifice time work overtime save enough dr,-1
2018-04-20,tesla model officially deliver china congratulation chinese model owner first delivery cer,1
2018-04-20,not even close beyond small light tesla killer great even less efficient,1
2018-04-20,transportation committee hear allow sell ct schedule mon feb th please take act,1
2018-04-20,let talk tesla warranty luckily bear yell -PRON- already block -PRON- respond,1
2018-04-20,mr give speech tesla model delivery ceremony beijing china tsla tesla model china,1
2018-04-23,tesla stock fall sec ask couto find elon musk contempt,1
2018-04-24,nan,-1
2018-04-25,nan,1
2018-04-25,president dominican republic explore tesla model,1
2018-04-25,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2018-04-25,analyst bearish tesla inc tsla last week,1
2018-04-25,tesla inc tsla decline shorted share,1
2018-04-25,tesla labz tesla labz,1
2018-04-25,sec elon musk another showdown sec ask judge hold musk contempt violate settlement deal,1
2018-04-26,great tweet completely agree -PRON- -PRON- monopoly many regard field gov,1
2018-04-30,pueden creer que esta vaga la que solo le alcanzaba para el bus porque los taxi eran caro hoy en maneja un te,-1
2018-05-01,telephone bell invent morze specific signal send dot edison invente,-1
2018-05-02,tesla introduce dog mode keep pet cool inside car oilpump manufacturinguk,-1
2018-05-02,-PRON- obviously never read glassdoor review see slack posting fr,-1
2018-05-02,please retweet subscribe -PRON- new youtube channel crypto market topping buy btc pullback gain,-1
2018-05-03,-PRON- want fly car put wheel helicopter,1
2018-05-04,listen reggae music tesla,-1
2018-05-07,statue nikola tesla silicon valley transmit free wi fi,-1
2018-05-09,nan,-1
2018-05-09,hell tesla mobility still wait -PRON- model robo taxi huh,-1
2018-05-10,update shawl doris night back stock limited quantity,1
2018-05-10,nan,1
2018-05-10,-PRON- birthday cake tesla space roadster tesla,1
2018-05-11,cable hdmi k de metro valoraci n opinione precio env gratis,1
2018-05-14,nan,1
2018-05-15,nan,1
2018-05-15,cable hdmi k de metro valoraci n opinione precio env gratis,1
2018-05-15,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2018-05-16,not sure legit mobile day -PRON- drive -PRON- get -PRON- cover,1
2018-05-17,nan,-1
2018-05-17,tesla customer describe madden problem return refund,-1
2018-05-18,funny -PRON- mention tweet sta te,1
2018-05-18,interesting thread model owner club tmc allege brake failure tsla model tesla reportedl,1
2018-05-18,thread negative trevor close -PRON- doen really worth read lot issue come paint,1
2018-05-18,thread seem delete assume tesla still third party insurance,1
2018-05-18,consumer report fake news -PRON- tesla day continuous uptime reliability -PRON- good computer ev,1
2018-05-18,tesla roll model china ahead schedule sale push,1
2018-05-21,-PRON- backup camera go black pretty whack driving make -PRON- nervous message pop,1
2018-05-22,chill tesla unveil great new mode pet owner ensure fur baby comfortable leave,-1
2018-05-24,cr nail -PRON- wish -PRON- warn -PRON- sooner -PRON- tesla model good car ever,1
2018-05-24,whatev competition -PRON- not work time trow towel ask help humanity,1
2018-05-24,-PRON- miss first train opportunity,1
2018-05-24,tslaq parking lot,1
2018-05-24,thursday pm california add tesla tsla,1
2018-05-24,nan,1
2018-05-24,-PRON- probably little bit biased tesla,1
2018-05-24,model en route danish customer tesla sell measly car denmark car,1
2018-05-25,nan,1
2018-05-29,present -PRON- future really work -PRON- nikola tesla,-1
2018-05-30,nan,1
2018-05-30,ouch tesla customer describe madden problem return refund article true fake news,1
2018-05-31,let sta pizza biz -PRON- love pizza tesla,-1
2018-05-31,crypto far good way transfer value piece paper tesla ceo elon musk bellplatform keep wo,-1
2018-06-01,burst flame deadly high speed wreck flamingo road catch fire sit,1
2018-06-04,polestar unveil -PRON- electric response tesla model,-1
2018-06-04,-PRON- frunk puppy woof frunkpuppy dogsoftesla tesladog tesla,-1
2018-06-04,-PRON- meet friend wasco animal shelter teslarallyforgood charl tesla fan want tesla -PRON-,-1
2018-06-04,nan,-1
2018-06-04,possibility debbie dws tesla door handle lay around somewhere get great idea mayb,-1
2018-06-06,fuck ur tesla darren step -PRON- -PRON- disco louboutin,1
2018-06-07,-PRON- ever charge theynwill money hand,1
2018-06-07,hence mass road replace -PRON- bridge,1
2018-06-07,send snapshot system state perhaps know feature x th,1
2018-06-07,may worth mention article -PRON- tweet repeat information already,1
2018-06-07,sec forget read tesla earning transcript clearly state k k embarrassing,1
2018-06-07,recover million damage say,1
2018-06-08,nan,1
2018-06-11,polestar google power electric tesla competitor come mile range native android,1
2018-06-11,polestar vs tesla model jaguar pace merced eqc -PRON- stack,1
2018-06-12,volvo unveil tesla model rival polestar,1
2018-06-13,elon musk say tesla win get involve cryptocurrency payment paymentsinnovation,1
2018-06-13,great marketing eth life support bnb good -PRON-,1
2018-06-14,nikola tesla -PRON- laboratory,-1
2018-06-15,polestar google power electric tesla competitor tech app marketing,-1
2018-06-18,interested ev tour round uk check -PRON- blog show -PRON- hire electricvehicle near london htt,-1
2018-06-19,nan,-1
2018-06-22,gene munster faz todo sentido que apple compre tesla,1
2018-06-22,enough money gpu hashcracker spin one aw guess every character upper low number symbol,1
2018-06-22,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,1
2018-06-25,nan,-1
2018-06-26,tesla make car make around k,-1
2018-06-26,last time check tesla powerwall usd per lifetime kwh without subsidy,-1
2018-06-26,nikola tesla -PRON- laboratory,-1
2018-06-27,hey genius c class sell decade -PRON- amount circ,-1
2018-06-29,expect tesla aim close million annual sale vw also accelerat,1
2018-06-29,herbediess vw ceo global auto market leader name big player,1
2018-06-29,driver tesla model later identify omar awan,1
2018-07-02,volvo high performance polestar brand unveil sweden answer tesla model,-1
2018-07-02,present -PRON- future really work -PRON- nikola tesla,-1
2018-07-03,ge en l nyada elektrikli ara sit lm ara ile en ok elektrikli ara sit lan lke tesla ise,-1
2018-07-05,reaction statement autonomous driving tesla popular ceo elon musk often spark spotli,1
2018-07-05,via stir sec -PRON- read emotionalintelligence key,1
2018-07-05,kw anschluss auf dem land abgelehnt drohen berall blackout wie viele elektroautos das stromnetz aush lt,1
2018-07-06,see -PRON- fh,1
2018-07-06,omar awan correct lose control car suspicious star witness,1
2018-07-09,nan,1
2018-07-11,polestar vs tesla model jaguar pace merced eqc -PRON- stack stockawiki fast break finan,1
2018-07-12,hacen referencia que disponen de veh culo de alta gama que las vtcs que colaboran con plataforma se refiere,-1
2018-07-13,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,1
2018-07-13,tesla model lose cr recommendation reliability,1
2018-07-13,polestar price beat tesla good sell model,1
2018-07-16,loose end omar awan identify tesla burn fatal crash,1
2018-07-17,elon musk trouble sec inaccurate tesla tweet,-1
2018-07-17,sec forget read tesla earning transcript clearly state k k embarrassing,-1
2018-07-18,look else tsla environmentally friendly private jet c level leave tesla appear tha,1
2018-07-18,musk ceo tesla undoubtedbly familiar detail tesla production projection else woul,1
2018-07-18,mileage kwh mpkwh mpkwh x mtx rate mtx,1
2018-07-18,agree ny road question quality asphalt u,1
2018-07-20,nan,-1
2018-07-20,tesla gigafactory power renewable thank,-1
2018-07-20,sec manipuluje cen akcji tesli bardziej ni wszystkie wpisy elona razem wzi,-1
2018-07-20,-PRON- sit sear parking lot surround unsold tesla inventory -PRON- go,-1
2018-07-20,tegole solari tesla si tratta di tegole che accumulano energia come pannelli solari senza intaccare l estetica dell,-1
2018-07-23,nikola tesla vs thoma edison ac vs dc good electricity documentary hindi,1
2018-07-23,tesla electriccar could potentially cost k year accord price point everybody would,1
2018-07-23,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2018-07-23,-PRON- die,1
2018-07-23,-PRON- really want ride one fucker,1
2018-07-24,bitcoin structure brilliant think -PRON- would good use resource get involve,-1
2018-07-25,nan,-1
2018-07-25,tesla car load sf europe,-1
2018-07-25,sentry activate use camera sensor -PRON- tesla sentry mode detect record notifie owner potential,-1
2018-07-25,tesla make car make around k,-1
2018-07-26,tesla make car make around k,1
2018-07-26,british parliament busy dither brexit dutch build electric container barge call,1
2018-07-31,possible collaboration tesla daimler could mean e version sprinter van two firm begin,1
2018-08-02,tesla model r c yanarak ld,-1
2018-08-03,leaftohome w leaftohome ev tesla,-1
2018-08-06,driver tesla model later identify omar awan,1
2018-08-06,nan,1
2018-08-06,tesla busy slash job look new way dramatically cut -PRON- cost find,1
2018-08-07,think trump use g g ect example let not forget connection tesla trump family,-1
2018-08-07,nikola tesla -PRON- laboratory,-1
2018-08-08,tesla officially bad week consumer report say -PRON- win recommend model anymore due,1
2018-08-08,polestar vs tesla model jaguar pace merced eqc -PRON- stack roadshow,1
2018-08-08,-PRON- launch another car space may may not buy tesla,1
2018-08-09,not sure legit mobile day -PRON- drive -PRON- get -PRON- cover,-1
2018-08-10,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2018-08-10,nan,1
2018-08-10,fairy tale make shift electric poetic truth,1
2018-08-13,nan,-1
2018-08-13,finally get official approval inside thetesla gigafactory china tsla tesla china teslachina gf check,-1
2018-08-13,fair -PRON- expect average tesla live longer year,-1
2018-08-13,nan,-1
2018-08-13,-PRON- regulator seek contempt coucharge elon musk fear -PRON- use twitter potentially mislead inv,-1
2018-08-15,nan,-1
2018-08-15,nan,-1
2018-08-15,nan,-1
2018-08-15,nan,-1
2018-08-15,nan,-1
2018-08-15,nan,-1
2018-08-15,nan,-1
2018-08-15,nan,-1
2018-08-15,nan,-1
